Service Center,County,Initial Services Sought at First Visit,Attended Group Training?,"Total Counseling Time, hrs",Business Status,Impact: Capital Investments,Impact: Created New Jobs,Impact: Revenue Increase,Impact: Started Business,Company's Total employees,"Company's Gross Revenue, $",NAICS code,Ownership Gender,Owner's Hispanic Origin,Owner's Race
Hispanic Business Center,Montgomery,Counseling,No,7.166666627,Started with SBDC,75000,1,0,Yes,1,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,6.416666627,Started with SBDC,276000,10,0,Yes,10,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,7.166666627,Started with SBDC,100000,2,0,Yes,2,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,9.916333258,Started with SBDC,63000,2,0,Yes,2,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Washington,Counseling,No,0.75,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,2.915999979,In Business (> 1 year),0,0,0,Not applicable: Already in Business,4,60000,54,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,Yes,7.166666627,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Outside of Maryland,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Training,Yes,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Anne Arundel,Training,Yes,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Outside of Maryland,Counseling,No,4.499666631,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Training,Yes,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Howard,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,3.616999982,Started with SBDC,170000,3,0,Yes,3,60000,31,Woman-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,2.833333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Anne Arundel,Counseling,No,3.583333313,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,20000,56,Male-Owned,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Frederick,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Prince Georges,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Montgomery,Counseling,No,3.583333313,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Hispanic Business Center,Baltimore City,Counseling,No,3.583333313,Started with SBDC,55000,2,0,Yes,2,60000,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Howard County,Howard,Counseling,No,35,In Business (> 1 year),0,0,0,Not applicable: Already in Business,6,150000,Undefined,Woman-Owned,Hispanic,Black or African American
Howard County,Howard,Counseling,No,3,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,Undefined,Woman-Owned,Non-Hispanic,White/Caucasian
Howard County,Howard,Counseling,No,7,Started with SBDC,0,0,0,Not applicable: Already in Business,1,60000,23,Woman-Owned,Non-Hispanic,Black or African American
Howard County,Howard,Counseling,Yes,0.25,Pre-venture/Nascent,0,0,0,No,0,0,52,Male-Owned,Non-Hispanic,Black or African American
Howard County,Howard,Counseling,No,12.75,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Woman-Owned,Non-Hispanic,Native American
Howard County,Howard,Counseling,No,7,In Business (> 1 year),0,0,1339997,Not applicable: Already in Business,23,1339997,54,Woman-Owned,Non-Hispanic,Black or African American
Howard County,Anne Arundel,Counseling,No,2,In Business (> 1 year),0,0,0,Yes,1,150000,81,Woman-Owned,Non-Hispanic,Black or African American
Howard County,Montgomery,Counseling,No,4.25,In Business (> 1 year),0,0,0,Not applicable: Already in Business,4,150000,54,Male-Owned,Non-Hispanic,Black or African American
Howard County,Carroll,Counseling,Yes,4.25,In Business (> 1 year),0,5,0,Not applicable: Already in Business,5,150000,54,Woman-Owned,Non-Hispanic,White/Caucasian
Howard County,Howard,Counseling,No,3,In Business (> 1 year),0,0,0,Not applicable: Already in Business,3,150000,81,Male-Owned,Non-Hispanic,Black or African American
Howard County,Howard,Counseling,No,11,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,42,Woman-Owned,Non-Hispanic,Black or African American
Howard County,Howard,Counseling,No,84.5,In Business (> 1 year),0,2,0,Not applicable: Already in Business,2,150000,62,Woman-Owned,Non-Hispanic,Asian
Howard County,Howard,Counseling,No,0.75,In Business (> 1 year),0,0,0,Not applicable: Already in Business,2,150000,54,Woman-Owned,Non-Hispanic,Black or African American
Howard County,Baltimore City,Counseling,No,7.25,In Business (> 1 year),0,2,0,Not applicable: Already in Business,37,150000,62,Male-Owned,Non-Hispanic,Black or African American
Howard County,Howard,Counseling,No,3,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,56,Woman-Owned,Non-Hispanic,White/Caucasian
Howard County,Baltimore,Counseling,Yes,1.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,52,Male-Owned,Non-Hispanic,Asian
Howard County,Howard,Counseling,No,1.5,Pre-venture/Nascent,0,0,0,No,0,0,42,Male-Owned,Non-Hispanic,Black or African American
Howard County,Howard,Counseling,Yes,22.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,5,150000,44,Male/Female-Owned,Non-Hispanic,Asian
DUPLICATES,Howard,Counseling,No,1.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,56,Male-Owned,Choose not to respond,Choose not to respond
Howard County,Howard,Counseling,No,11.25,In Business (> 1 year),0,0,0,Not applicable: Already in Business,2,150000,62,Male-Owned,Non-Hispanic,White/Caucasian
Howard County,Baltimore,Counseling,No,6,In Business (> 1 year),0,0,0,Not applicable: Already in Business,120,150000,62,Woman-Owned,Non-Hispanic,White/Caucasian
Howard County,Anne Arundel,Counseling,No,6.5,In Business (> 1 year),0,41,0,Not applicable: Already in Business,41,6000000,23,Choose not to respond,Choose not to respond,Choose not to respond
Howard County,Howard,Counseling,No,4.75,Started with SBDC,0,0,0,Yes,1,60000,54,Male-Owned,Non-Hispanic,Asian
Howard County,Howard,Counseling,No,13,In Business (> 1 year),68000,0,0,Not applicable: Already in Business,1,150000,48,Male-Owned,Hispanic,Choose not to respond
Howard County,Howard,Counseling,No,9.75,Pre-venture/Nascent,0,0,0,No,0,0,42,Woman-Owned,Non-Hispanic,Black or African American
Howard County,Baltimore,Counseling,Yes,33.75,Pre-venture/Nascent,0,0,0,No,0,0,42,Male-Owned,Non-Hispanic,Black or African American
Howard County,Howard,Counseling,No,5.5,In Business (> 1 year),100000,1,0,Not applicable: Already in Business,1,150000,54,Woman-Owned,Non-Hispanic,White/Caucasian
Howard County,Baltimore,Counseling,No,4,Start-up (in bus. < 1 year),80000,2,9000,Not applicable: Already in Business,5,9000,62,Male/Female-Owned,Non-Hispanic,Black or African American
Howard County,Anne Arundel,Counseling,No,4,Pre-venture/Nascent,0,0,0,No,0,0,62,Male-Owned,Non-Hispanic,Black or African American
Howard County,Howard,Counseling,No,17,In Business (> 1 year),0,0,0,Not applicable: Already in Business,3,150000,81,Male-Owned,Non-Hispanic,White/Caucasian
Howard County,Howard,Counseling,Yes,7,Pre-venture/Nascent,680,1,0,No,1,0,Undefined,Woman-Owned,Choose not to respond,Black or African American
Howard County,Baltimore,Counseling,No,3.75,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Woman-Owned,Non-Hispanic,White/Caucasian
Howard County,Howard,Counseling,No,5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,2,150000,51,Male-Owned,Non-Hispanic,White/Caucasian
Howard County,Howard,Counseling,No,6.75,In Business (> 1 year),0,1,0,Not applicable: Already in Business,2,150000,23,Woman-Owned,Choose not to respond,Choose not to respond
Howard County,Howard,Counseling,No,1.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Male-Owned,Non-Hispanic,Asian
Howard County,Howard,Counseling,No,4.25,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,54,Male/Female-Owned,Non-Hispanic,White/Caucasian
Howard County,Howard,Counseling,No,9.5,In Business (> 1 year),0,0,160000,Not applicable: Already in Business,1,160000,53,Male/Female-Owned,Non-Hispanic,Asian
Howard County,Anne Arundel,Counseling,No,3.25,Started with SBDC,0,0,0,Not applicable: Already in Business,1,60000,81,Male-Owned,Non-Hispanic,Black or African American
Howard County,Howard,Counseling,No,8.25,In Business (> 1 year),0,0,0,Not applicable: Already in Business,6,150000,54,Male-Owned,Non-Hispanic,Black or African American
Howard County,Carroll,Training,Yes,2.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,54,Woman-Owned,Non-Hispanic,White/Caucasian
Howard County,Howard,Training,Yes,0.5,Started with SBDC,0,0,0,Not applicable: Already in Business,1,60000,31,Male-Owned,Non-Hispanic,White/Caucasian
Howard County,Howard,Training,Yes,14.75,Started with SBDC,0,0,0,Not applicable: Already in Business,1,60000,61,Woman-Owned,Non-Hispanic,Asian
Howard County,Howard,Counseling,No,1,Started with SBDC,22000,3,0,Yes,4,60000,45,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Prince Georges,Counseling,No,1,Start-up (in bus. < 1 year),22000,3,0,Yes,3,0,56,Male-Owned,Non-Hispanic,White/Caucasian
Howard County,Howard,Counseling,No,0.75,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,42,Male-Owned,Non-Hispanic,Asian
Howard County,Howard,Training,No,27,Started with SBDC,0,0,0,Not applicable: Already in Business,1,60000,62,Woman-Owned,Non-Hispanic,Black or African American
Howard County,Howard,Counseling,No,1,In Business (> 1 year),0,0,0,Not applicable: Already in Business,14,150000,54,Male-Owned,Hispanic,White/Caucasian
Howard County,Howard,Counseling,No,2,In Business (> 1 year),0,0,141000,Not applicable: Already in Business,7,141000,54,Male-Owned,Non-Hispanic,White/Caucasian
Howard County,Howard,Counseling,No,5.5,Pre-venture/Nascent,0,0,0,No,0,0,42,Male-Owned,Choose not to respond,Black or African American
Howard County,Howard,Counseling,No,23.25,In Business (> 1 year),139500,26,0,Not applicable: Already in Business,26,150000,33,Male/Female-Owned,Choose not to respond,Asian
Howard County,Howard,Counseling,No,1,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,62,Male/Female-Owned,Non-Hispanic,Black or African American
Howard County,Baltimore City,Counseling,No,5.5,Pre-venture/Nascent,0,0,0,No,0,0,44,Woman-Owned,Non-Hispanic,Choose not to respond
Howard County,Howard,Counseling,Yes,43.5,Pre-venture/Nascent,0,0,0,No,0,0,72,Choose not to respond,Non-Hispanic,Asian
Howard County,Howard,Training,Yes,12,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,54,Woman-Owned,Non-Hispanic,Black or African American
Howard County,Howard,Counseling,No,1.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,6,150000,23,Male-Owned,Non-Hispanic,Black or African American
Howard County,Howard,Counseling,No,3.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,39,150000,54,Woman-Owned,Non-Hispanic,White/Caucasian
Howard County,Howard,Counseling,No,3,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,Undefined,Woman-Owned,Non-Hispanic,White/Caucasian
Howard County,Howard,Training,Yes,5.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,4,150000,32,Male-Owned,Non-Hispanic,Asian
Howard County,Howard,Training,Yes,0.75,Pre-venture/Nascent,0,0,0,No,0,0,56,Male-Owned,Hispanic,Black or African American
Howard County,Howard,Counseling,No,3,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,54,Male-Owned,Non-Hispanic,Asian
Howard County,Howard,Counseling,Yes,0.5,Started with SBDC,0,0,0,Not applicable: Already in Business,1,60000,51,Woman-Owned,Non-Hispanic,Asian
Howard County,Howard,Training,Yes,5.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,2,150000,54,Male/Female-Owned,Non-Hispanic,Choose not to respond
Howard County,Howard,Training,Yes,15.5,In Business (> 1 year),300000,30,1500000,Not applicable: Already in Business,45,3800000,56,Woman-Owned,Non-Hispanic,Asian
Howard County,Howard,Counseling,No,32.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,54,Woman-Owned,Non-Hispanic,Native American
Howard County,Howard,Counseling,No,4.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,71,Male-Owned,Choose not to respond,Choose not to respond
Howard County,Howard,Training,Yes,19.25,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,58000,42,Male-Owned,Non-Hispanic,Black or African American
